8 	0 	0 	3 	4 	11 	8 	6 	7 	8 	5 	17 	10 	7 	12 	0 	8 	8 	1 	0 	14 	12 	17 	0 	4 	15 	1 	5 	12 	24 	20 	14 	6 	0 	0 	0 	0 	0 	8 	5 	0 	1 	0 	1 	3 	2 	0 	3 	1 	0 	0 	0 	5 	0 	0 	11 	4 	8 	2 	0 	
2 	2 	8 	2 	7 	4 	1 	4 	0 	1 	3 	11 	21 	15 	10 	12 	8 	6 	17 	13 	14 	26 	18 	0 	0 	0 	9 	24 	18 	12 	14 	12 	0 	0 	16 	13 	15 	12 	17 	13 	23 	18 	1 	0 	12 	14 	13 	14 	5 	6 	17 	18 	22 	26 	26 	18 	20 	21 	23 	13 	
5 	5 	13 	12 	17 	20 	23 	18 	19 	25 	16 	13 	6 	1 	6 	15 	25 	16 	17 	19 	22 	22 	27 	10 	18 	15 	22 	14 	14 	0 	0 	0 	1 	0 	0 	0 	0 	17 	10 	0 	16 	20 	2 	13 	9 	14 	20 	18 	16 	12 	14 	17 	15 	11 	0 	21 	26 	15 	4 	25 	
21 	25 	11 	15 	12 	15 	21 	14 	9 	13 	15 	2 	7 	19 	18 	16 	12 	0 	0 	9 	12 	11 	17 	21 	7 	3 	6 	14 	9 	15 	10 	8 	0 	0 	0 	0 	0 	0 	9 	3 	0 	0 	10 	9 	1 	8 	11 	19 	10 	17 	13 	18 	5 	2 	17 	17 	15 	18 	2 	0 	
0 	0 	0 	0 	13 	7 	8 	12 	12 	16 	5 	10 	3 	0 	0 	0 	1 	10 	21 	19 	10 	8 	11 	1 	13 	13 	0 	9 	9 	17 	16 	9 	2 	13 	8 	0 	0 	0 	0 	0 	0 	0 	1 	12 	0 	0 	6 	17 	9 	0 	9 	15 	7 	2 	11 	8 	3 	0 	0 	0 	
0 	0 	0 	0 	4 	9 	8 	11 	7 	0 	0 	16 	13 	18 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	26 	5 	0 	11 	14 	4 	0 	0 	0 	0 	2 	3 	1 	3 	3 	7 	19 	3 	18 	3 	0 	0 	0 	0 	0 	6 	17 	7 	13 	7 	11 	0 	0 	3 	12 	12 	
2 	2 	0 	6 	7 	8 	0 	0 	1 	0 	6 	0 	5 	0 	3 	2 	8 	2 	4 	3 	5 	1 	0 	0 	0 	0 	9 	8 	11 	7 	6 	13 	9 	7 	10 	5 	9 	12 	6 	8 	11 	4 	19 	3 	13 	0 	0 	0 	0 	10 	8 	5 	8 	10 	9 	11 	6 	6 	1 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	4 	18 	4 	6 	8 	5 	5 	18 	8 	16 	6 	7 	5 	11 	6 	0 	0 	12 	16 	11 	14 	11 	11 	10 	11 	11 	13 	15 	10 	13 	9 	3 	0 	0 	0 	0 	0 	7 	17 	17 	18 	18 	14 	13 	15 	11 	10 	11 	18 	11 	1 	
0 	0 	0 	9 	0 	8 	2 	9 	0 	0 	0 	0 	0 	0 	2 	12 	11 	14 	9 	6 	4 	0 	0 	10 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	4 	13 	5 	3 	3 	0 	0 	0 	0 	0 	0 	0 	28 	40 	39 	39 	32 	36 	28 	35 	37 	41 	5 	42 	38 	28 	34 	21 	7 	14 	0 	24 	27 	35 	21 	27 	6 	29 	
31 	0 	0 	0 	3 	13 	12 	5 	18 	19 	18 	23 	17 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	1 	1 	0 	0 	0 	0 	0 	7 	0 	0 	0 	0 	0 	
0 	0 	0 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
