"61381	01 Jul 21	00:26:00	1	0 ",0,0,3,0,0,4,10,0,0,0,0,0,0,0,0,0,17,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61382	01 Jul 21	00:27:00	1	0 ",0,0,1,0,9,0,4,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61383	01 Jul 21	00:28:00	1	0 ",0,0,1,0,0,10,13,0,0,0,0,3,1,0,0,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61384	01 Jul 21	00:29:00	1	0 ",0,0,1,0,0,13,14,0,0,0,0,3,1,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61385	01 Jul 21	00:30:00	1	0 ",0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61386	01 Jul 21	00:31:00	1	0 ",2,1,2,0,3,4,7,0,0,0,0,0,7,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61387	01 Jul 21	00:32:00	1	0 ",1,0,6,0,1,5,7,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61388	01 Jul 21	00:33:00	1	0 ",0,1,2,0,0,11,12,0,0,0,0,5,8,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"61389	01 Jul 21	00:34:00	1	1 ",12,0,4,0,1,14,5,0,0,0,0,5,2,0,0,0,0,0,2,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"61390	01 Jul 21	00:35:00	1	0 ",5,0,4,0,0,10,10,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"61391	01 Jul 21	00:36:00	1	0 ",1,2,0,0,0,14,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"61392	01 Jul 21	00:37:00	1	0 ",0,5,3,0,0,17,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"61393	01 Jul 21	00:38:00	1	0 ",0,1,3,0,0,17,9,0,0,0,0,7,0,0,0,0,0,0,1,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"61394	01 Jul 21	00:39:00	1	0 ",0,2,1,0,0,14,5,0,0,0,0,5,0,0,2,0,0,0,0,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"61395	01 Jul 21	00:40:00	1	0 ",0,2,2,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"61396	01 Jul 21	00:41:00	1	0 ",5,0,12,0,0,9,4,0,0,0,0,2,0,0,0,0,12,0,1,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"61397	01 Jul 21	00:42:00	1	0 ",0,0,12,0,0,19,2,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"61398	01 Jul 21	00:43:00	1	0 ",1,0,5,0,0,11,2,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61399	01 Jul 21	00:44:00	1	0 ",8,0,5,0,0,12,9,0,0,0,0,5,3,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"61400	01 Jul 21	00:45:00	1	0 ",0,0,6,0,0,17,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61401	01 Jul 21	00:46:00	1	0 ",3,2,2,0,0,17,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"61402	01 Jul 21	00:47:00	1	0 ",0,0,2,0,0,10,3,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"61403	01 Jul 21	00:48:00	1	0 ",0,0,10,0,0,20,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"61404	01 Jul 21	00:49:00	1	0 ",0,0,9,0,0,11,7,0,0,0,0,2,8,0,1,0,0,0,2,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"61405	01 Jul 21	00:50:00	1	0 ",1,0,12,0,0,8,13,0,0,0,0,5,8,0,3,0,0,0,1,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"61406	01 Jul 21	00:51:00	1	0 ",3,3,8,0,0,15,4,0,0,0,0,9,2,0,1,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"61407	01 Jul 21	00:52:00	1	0 ",8,0,10,0,0,18,6,0,0,0,0,1,6,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61408	01 Jul 21	00:53:00	1	0 ",2,1,8,0,0,16,10,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"61409	01 Jul 21	00:54:00	1	0 ",0,4,4,0,0,19,8,0,0,0,0,2,5,0,0,0,0,0,2,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"61410	01 Jul 21	00:55:00	1	0 ",0,4,2,0,0,15,11,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"61411	01 Jul 21	00:56:00	1	0 ",0,1,10,0,0,15,7,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"61412	01 Jul 21	00:57:00	1	0 ",0,0,10,0,0,14,0,0,0,0,0,1,10,0,0,0,0,0,4,1,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"61413	01 Jul 21	00:58:00	1	1 ",0,0,3,0,0,11,3,0,0,0,0,7,13,0,0,0,0,0,1,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"61414	01 Jul 21	00:59:00	1	1 ",1,1,2,0,0,13,10,0,0,0,0,5,8,0,2,0,0,0,0,1,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"61415	01 Jul 21	01:00:00	1	0 ",0,5,1,0,0,13,11,0,0,0,0,8,7,0,1,0,0,0,2,0,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"61416	01 Jul 21	01:01:00	1	0 ",0,1,1,0,0,16,4,0,0,0,0,0,9,0,0,0,0,0,1,3,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"61417	01 Jul 21	01:02:00	1	0 ",2,0,6,0,1,17,1,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"61418	01 Jul 21	01:03:00	1	0 ",1,0,9,0,1,13,10,0,0,0,0,5,8,0,0,0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"61419	01 Jul 21	01:04:00	1	0 ",0,0,11,0,0,19,2,0,0,0,0,1,4,0,0,0,7,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61420	01 Jul 21	01:05:00	1	0 ",0,0,10,0,0,16,6,0,0,0,0,8,6,0,0,0,16,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"61421	01 Jul 21	01:06:00	1	0 ",0,0,10,0,0,12,9,0,0,0,0,0,7,0,1,0,0,0,1,0,0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"61422	01 Jul 21	01:07:00	1	1 ",1,0,7,0,0,10,6,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"61423	01 Jul 21	01:08:00	1	0 ",0,0,5,0,0,8,7,0,0,0,0,0,6,0,0,0,0,0,3,0,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"61424	01 Jul 21	01:09:00	1	0 ",3,1,9,0,0,4,8,0,0,0,0,6,8,0,0,0,0,0,3,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"61425	01 Jul 21	01:10:00	1	0 ",9,1,8,0,1,0,6,0,0,0,0,11,9,0,0,0,0,0,3,1,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"61426	01 Jul 21	01:11:00	1	0 ",4,2,3,0,0,0,10,0,0,0,0,4,5,0,0,0,0,0,4,2,0,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"61427	01 Jul 21	01:12:00	1	0 ",4,4,0,0,0,0,11,0,0,0,0,11,5,0,0,0,0,0,3,2,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"61428	01 Jul 21	01:13:00	1	0 ",5,4,5,0,0,0,11,0,0,0,0,3,3,0,0,0,0,0,6,1,0,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"61429	01 Jul 21	01:14:00	1	0 ",4,5,9,0,2,0,14,0,0,0,0,7,7,0,0,0,0,0,10,3,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"61430	01 Jul 21	01:15:00	1	0 ",11,7,8,0,3,11,15,0,0,0,0,14,4,0,0,0,6,0,2,1,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"61431	01 Jul 21	01:16:00	1	0 ",0,1,6,0,9,15,7,0,0,0,0,3,7,0,1,0,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61432	01 Jul 21	01:17:00	1	0 ",0,1,7,0,2,15,11,0,0,0,0,4,5,0,0,0,0,0,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61433	01 Jul 21	01:18:00	1	0 ",0,8,7,0,1,7,12,0,0,0,0,0,10,0,0,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61434	01 Jul 21	01:19:00	1	1 ",0,5,6,0,0,12,9,0,0,0,0,3,11,0,0,0,0,0,13,5,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"61435	01 Jul 21	01:20:00	1	0 ",0,2,0,0,0,1,5,0,0,0,0,11,10,0,0,0,0,0,4,0,0,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"61436	01 Jul 21	01:21:00	1	1 ",0,1,1,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,8,1,0,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"61437	01 Jul 21	01:22:00	1	2 ",0,2,1,0,0,0,4,0,0,0,0,0,9,0,1,0,0,0,2,3,0,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"61438	01 Jul 21	01:23:00	1	0 ",2,6,0,0,7,1,15,0,0,0,0,1,7,0,0,0,3,0,1,8,0,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"61439	01 Jul 21	01:24:00	1	0 ",2,10,2,0,11,0,5,0,0,0,0,8,9,0,1,0,22,0,9,4,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"61440	01 Jul 21	01:25:00	1	1 ",9,5,4,0,16,3,6,0,0,0,0,5,8,0,0,0,16,0,12,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
"61441	01 Jul 21	01:26:00	1	1 ",0,0,6,0,7,0,9,0,0,0,0,5,5,0,0,0,4,0,4,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"61442	01 Jul 21	01:27:00	1	1 ",0,0,5,0,7,2,6,0,0,0,0,8,7,0,0,0,10,0,5,0,0,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"61443	01 Jul 21	01:28:00	1	0 ",0,1,1,0,0,4,21,0,0,0,0,0,8,0,0,0,19,0,1,5,0,2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"61444	01 Jul 21	01:29:00	1	0 ",0,4,5,0,10,10,14,0,0,0,0,6,9,0,0,0,14,0,1,7,0,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"61445	01 Jul 21	01:30:00	1	0 ",3,5,9,0,7,15,15,0,0,0,0,0,11,0,0,0,19,0,9,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"61446	01 Jul 21	01:31:00	1	0 ",0,1,4,0,7,14,8,0,0,0,0,5,6,0,3,0,15,0,14,0,0,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"61447	01 Jul 21	01:32:00	1	0 ",0,0,5,0,4,13,15,0,0,0,0,3,7,0,0,0,16,0,4,2,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"61448	01 Jul 21	01:33:00	1	4 ",0,8,1,0,5,13,14,0,0,0,0,0,7,0,0,0,19,0,3,2,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"61449	01 Jul 21	01:34:00	1	0 ",0,8,1,0,4,14,12,0,0,0,0,3,7,0,1,0,9,0,3,5,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"61450	01 Jul 21	01:35:00	1	0 ",0,0,4,0,0,18,11,0,0,0,0,1,4,0,0,0,0,0,3,3,0,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"61451	01 Jul 21	01:36:00	1	0 ",0,0,7,0,13,17,19,0,0,0,0,6,6,0,0,0,0,0,3,3,0,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"61452	01 Jul 21	01:37:00	1	2 ",0,6,7,0,5,17,15,0,0,0,0,3,11,0,2,0,0,0,7,0,0,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"61453	01 Jul 21	01:38:00	1	0 ",2,12,0,0,8,20,11,0,0,0,0,3,11,0,0,0,2,0,6,4,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"61454	01 Jul 21	01:39:00	1	0 ",5,0,1,0,3,20,9,0,0,0,0,2,8,0,0,0,0,0,9,3,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"61455	01 Jul 21	01:40:00	1	0 ",0,0,0,0,3,18,10,0,0,0,0,5,10,0,0,0,0,0,8,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"61456	01 Jul 21	01:41:00	1	0 ",0,0,0,0,0,15,10,0,0,0,0,8,7,0,0,0,0,0,8,4,0,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"61457	01 Jul 21	01:42:00	1	0 ",0,0,0,0,0,15,10,0,0,0,0,1,15,0,0,0,0,0,14,2,0,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"61458	01 Jul 21	01:43:00	1	0 ",0,1,2,0,0,19,14,0,0,0,0,0,7,0,0,0,0,0,14,6,0,2,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
"61459	01 Jul 21	01:44:00	1	0 ",0,4,9,0,0,17,11,0,0,0,0,3,11,0,0,0,0,0,14,10,0,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"61460	01 Jul 21	01:45:00	1	0 ",0,2,10,0,0,19,8,0,0,0,0,0,5,0,0,0,0,0,6,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61461	01 Jul 21	01:46:00	1	0 ",2,0,14,0,0,11,10,0,0,0,0,6,10,0,0,0,0,0,9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61462	01 Jul 21	01:47:00	1	0 ",4,0,7,0,0,13,12,0,0,0,0,3,2,0,0,0,11,0,10,3,0,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"61463	01 Jul 21	01:48:00	1	0 ",0,0,2,0,0,16,12,0,0,0,0,5,6,0,0,0,6,0,7,3,0,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"61464	01 Jul 21	01:49:00	1	0 ",2,0,8,0,0,21,1,0,0,0,0,8,10,0,0,0,14,0,7,6,0,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"61465	01 Jul 21	01:50:00	1	0 ",1,0,2,0,0,18,8,0,0,0,0,7,6,0,0,0,0,0,9,10,0,4,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"61466	01 Jul 21	01:51:00	1	0 ",0,0,4,0,0,18,7,0,0,0,0,1,8,0,0,0,1,0,10,8,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"61467	01 Jul 21	01:52:00	1	1 ",0,0,2,0,2,15,11,0,0,0,0,1,10,0,2,0,0,0,3,8,0,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"61468	01 Jul 21	01:53:00	1	0 ",2,2,3,0,3,15,13,0,0,0,0,7,9,0,0,0,0,0,6,7,0,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"61469	01 Jul 21	01:54:00	1	0 ",0,5,12,0,11,20,14,0,0,0,0,9,7,0,0,0,0,0,5,9,0,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"61470	01 Jul 21	01:55:00	1	0 ",5,3,4,0,9,16,11,0,0,0,0,8,8,0,0,0,0,0,5,1,0,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"61471	01 Jul 21	01:56:00	1	0 ",5,7,1,0,3,16,14,0,0,0,0,11,2,0,1,0,0,0,4,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"61472	01 Jul 21	01:57:00	1	0 ",7,9,1,0,0,18,8,0,0,0,0,10,7,0,1,0,0,0,5,3,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"61473	01 Jul 21	01:58:00	1	0 ",2,9,0,0,1,18,9,0,0,0,0,4,8,0,0,0,3,0,6,4,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"61474	01 Jul 21	01:59:00	1	0 ",0,1,1,0,0,14,10,0,0,0,0,4,4,0,0,0,0,0,8,2,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"61475	01 Jul 21	02:00:00	1	0 ",0,0,0,0,0,14,7,0,0,0,0,0,6,0,0,0,1,0,7,12,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"61476	01 Jul 21	02:01:00	1	0 ",0,0,2,0,0,14,13,0,0,0,0,0,3,0,0,0,0,0,5,10,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"61477	01 Jul 21	02:02:00	1	0 ",0,0,4,0,0,3,15,0,0,0,0,0,4,0,0,0,0,0,11,5,0,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"61478	01 Jul 21	02:03:00	1	0 ",0,0,10,0,0,6,16,0,0,0,0,2,8,0,0,0,11,0,11,5,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"61479	01 Jul 21	02:04:00	1	0 ",0,2,8,0,0,6,18,0,0,0,0,6,11,0,0,0,17,0,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61480	01 Jul 21	02:05:00	1	1 ",0,1,11,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"61481	01 Jul 21	02:06:00	1	0 ",2,4,3,0,9,1,17,0,0,0,0,0,9,0,0,0,3,0,7,5,0,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"61482	01 Jul 21	02:07:00	1	0 ",2,11,8,0,5,3,13,0,0,0,0,0,8,0,0,0,18,0,3,17,0,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"61483	01 Jul 21	02:08:00	1	1 ",0,6,8,0,0,5,13,0,0,0,0,0,7,0,0,0,10,0,6,3,0,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"61484	01 Jul 21	02:09:00	1	0 ",0,14,7,0,0,3,15,0,0,0,0,0,7,0,0,0,16,0,9,10,0,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"61485	01 Jul 21	02:10:00	1	1 ",0,5,9,0,0,8,15,0,0,0,0,0,7,0,0,0,11,0,12,17,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"61486	01 Jul 21	02:11:00	1	3 ",0,6,6,0,0,5,13,0,0,0,0,3,3,0,0,0,0,0,6,4,0,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"61487	01 Jul 21	02:12:00	1	1 ",0,0,3,0,0,10,9,0,0,0,0,4,2,0,0,0,0,0,6,0,0,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"61488	01 Jul 21	02:13:00	1	1 ",0,2,0,0,2,15,6,0,0,0,0,2,0,0,0,0,0,0,7,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"61489	01 Jul 21	02:14:00	1	0 ",1,4,1,0,3,13,17,0,0,0,0,9,5,0,0,0,0,0,17,0,0,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"61490	01 Jul 21	02:15:00	1	0 ",0,9,0,0,5,14,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"61491	01 Jul 21	02:16:00	1	1 ",0,12,0,0,1,16,10,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"61492	01 Jul 21	02:17:00	1	0 ",0,6,1,0,1,15,5,0,0,0,0,1,3,0,0,0,0,0,12,3,0,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"61493	01 Jul 21	02:18:00	1	0 ",1,15,12,0,3,15,10,0,0,0,0,1,8,0,0,0,0,0,10,0,0,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"61494	01 Jul 21	02:19:00	1	0 ",12,13,9,0,3,15,9,0,0,0,0,15,9,0,0,0,0,0,5,4,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"61495	01 Jul 21	02:20:00	1	0 ",5,8,7,0,1,17,11,0,0,0,0,4,12,0,0,0,3,0,10,11,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"61496	01 Jul 21	02:21:00	1	2 ",13,10,15,0,2,17,10,0,0,0,0,6,8,0,0,0,2,0,8,9,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
